sex,cohort,x,qx,lx,dx,Lx,Tx,ex
m,1850,0,0.145957,1e+05,14596,90026,4654763,46.55
m,1850,1,0.03814,85404,3257,83776,4564737,53.45
m,1850,2,0.019577,82147,1608,81343,4480961,54.55
m,1850,3,0.013529,80539,1090,79994,4399618,54.63
m,1850,4,0.010797,79449,858,79020,4319624,54.37
m,1850,5,0.00794,78591,624,78279,4240604,53.96
m,1850,6,0.005699,77967,444,77745,4162325,53.39
m,1850,7,0.004073,77523,316,77365,4084580,52.69
m,1850,8,0.003047,77207,235,77090,4007214,51.9
m,1850,9,0.002555,76972,197,76874,3930125,51.06
m,1850,10,0.002483,76775,191,76680,3853251,50.19
m,1850,11,0.00267,76585,204,76482,3776571,49.31
m,1850,12,0.002935,76380,224,76268,3700088,48.44
m,1850,13,0.003153,76156,240,76036,3623820,47.58
m,1850,14,0.003355,75916,255,75789,3547784,46.73
m,1850,15,0.003673,75661,278,75522,3471996,45.89
m,1850,16,0.004149,75383,313,75227,3396474,45.06
m,1850,17,0.004676,75071,351,74895,3321247,44.24
m,1850,18,0.005233,74720,391,74524,3246352,43.45
m,1850,19,0.005797,74329,431,74113,3171827,42.67
m,1850,20,0.006421,73898,475,73660,3097714,41.92
m,1850,21,0.007024,73423,516,73165,3024054,41.19
m,1850,22,0.007445,72907,543,72636,2950889,40.47
m,1850,23,0.007616,72365,551,72089,2878253,39.77
m,1850,24,0.007606,71813,546,71540,2806164,39.08
m,1850,25,0.007526,71267,536,70999,2734623,38.37
m,1850,26,0.007496,70731,530,70466,2663624,37.66
m,1850,27,0.007554,70201,530,69936,2593158,36.94
m,1850,28,0.007754,69670,540,69400,2523223,36.22
m,1850,29,0.008057,69130,557,68852,2453822,35.5
m,1850,30,0.008382,68573,575,68286,2384971,34.78
m,1850,31,0.00867,67998,590,67704,2316685,34.07
m,1850,32,0.008939,67409,603,67108,2248981,33.36
m,1850,33,0.009172,66806,613,66500,2181874,32.66
m,1850,34,0.00938,66194,621,65883,2115374,31.96
m,1850,35,0.009603,65573,630,65258,2049490,31.26
m,1850,36,0.009845,64943,639,64623,1984233,30.55
m,1850,37,0.010077,64304,648,63980,1919609,29.85
m,1850,38,0.010294,63656,655,63328,1855630,29.15
m,1850,39,0.01051,63000,662,62669,1792302,28.45
m,1850,40,0.010743,62338,670,62003,1729632,27.75
m,1850,41,0.011015,61668,679,61329,1667629,27.04
m,1850,42,0.011337,60989,691,60643,1606300,26.34
m,1850,43,0.011722,60298,707,59944,1545657,25.63
m,1850,44,0.012169,59591,725,59228,1485712,24.93
m,1850,45,0.012677,58866,746,58493,1426484,24.23
m,1850,46,0.013235,58120,769,57735,1367991,23.54
m,1850,47,0.013832,57350,793,56954,1310256,22.85
m,1850,48,0.014463,56557,818,56148,1253303,22.16
m,1850,49,0.015146,55739,844,55317,1197155,21.48
m,1850,50,0.01589,54895,872,54459,1141838,20.8
m,1850,51,0.017012,54023,919,53563,1087379,20.13
m,1850,52,0.01709,53104,908,52650,1033816,19.47
m,1850,53,0.018218,52196,951,51721,981166,18.8
m,1850,54,0.020608,51245,1056,50717,929445,18.14
m,1850,55,0.021051,50189,1057,49661,878728,17.51
m,1850,56,0.023065,49133,1133,48566,829067,16.87
m,1850,57,0.025996,47999,1248,47375,780501,16.26
m,1850,58,0.025956,46751,1213,46145,733126,15.68
m,1850,59,0.026677,45538,1215,44931,686981,15.09
m,1850,60,0.029678,44323,1315,43665,642051,14.49
m,1850,61,0.030799,43008,1325,42345,598385,13.91
m,1850,62,0.032667,41683,1362,41002,556040,13.34
m,1850,63,0.034333,40321,1384,39629,515037,12.77
m,1850,64,0.036599,38937,1425,38225,475408,12.21
m,1850,65,0.039467,37512,1480,36772,437184,11.65
m,1850,66,0.044928,36032,1619,35222,400412,11.11
m,1850,67,0.049543,34413,1705,33560,365189,10.61
m,1850,68,0.052367,32708,1713,31851,331629,10.14
m,1850,69,0.050324,30995,1560,30215,299778,9.67
m,1850,70,0.057275,29435,1686,28592,269563,9.16
m,1850,71,0.05924,27749,1644,26927,240970,8.68
m,1850,72,0.070273,26105,1835,25188,214043,8.2
m,1850,73,0.078,24271,1893,23324,188855,7.78
m,1850,74,0.080137,22378,1793,21481,165530,7.4
m,1850,75,0.086206,20585,1775,19697,144049,7
m,1850,76,0.099177,18810,1866,17877,124352,6.61
m,1850,77,0.102118,16945,1730,16079,106474,6.28
m,1850,78,0.119841,15214,1823,14303,90395,5.94
m,1850,79,0.126591,13391,1695,12543,76093,5.68
m,1850,80,0.127168,11696,1487,10952,63549,5.43
m,1850,81,0.134607,10208,1374,9521,52597,5.15
m,1850,82,0.147603,8834,1304,8182,43076,4.88
m,1850,83,0.15262,7530,1149,6956,34894,4.63
m,1850,84,0.162606,6381,1038,5862,27938,4.38
m,1850,85,0.171823,5343,918,4884,22076,4.13
m,1850,86,0.196264,4425,869,3991,17191,3.88
m,1850,87,0.198471,3557,706,3204,13200,3.71
m,1850,88,0.200173,2851,571,2566,9996,3.51
m,1850,89,0.22481,2280,513,2024,7431,3.26
m,1850,90,0.248304,1768,439,1548,5407,3.06
m,1850,91,0.258766,1329,344,1157,3859,2.9
m,1850,92,0.267515,985,263,853,2702,2.74
m,1850,93,0.307228,721,222,611,1849,2.56
m,1850,94,0.307967,500,154,423,1238,2.48
m,1850,95,0.324125,346,112,290,815,2.36
m,1850,96,0.337149,234,79,194,526,2.25
m,1850,97,0.36663,155,57,127,331,2.14
m,1850,98,0.37647,98,37,80,205,2.09
m,1850,99,0.374701,61,23,50,125,2.04
m,1850,100,0.386485,38,15,31,75,1.97
m,1850,101,0.395877,23,9,19,45,1.9
m,1850,102,0.402641,14,6,11,26,1.81
m,1850,103,0.431297,8,4,7,14,1.69
m,1850,104,0.437047,5,2,4,8,1.6
m,1850,105,0.485307,3,1,2,4,1.45
m,1850,106,0.517362,1,1,1,2,1.35
m,1850,107,0.549343,1,0,0,1,1.27
m,1850,108,0.573869,0,0,0,0,1.2
m,1850,109,0.590425,0,0,0,0,1.14
m,1850,110,0.622465,0,0,0,0,1.06
m,1850,111,0.652823,0,0,0,0,0.98
m,1850,112,0.70592,0,0,0,0,0.89
m,1850,113,0.757775,0,0,0,0,0.81
m,1850,114,0.7592,0,0,0,0,0.8
m,1850,115,0.808578,0,0,0,0,0.73
m,1850,116,0.84146,0,0,0,0,0.68
m,1850,117,0.860446,0,0,0,0,0.64
m,1850,118,0.96741,0,0,0,0,0.53
m,1850,119,0.967612,0,0,0,0,0.53
f,1850,0,0.119694,1e+05,11969,92047,4934974,49.35
f,1850,1,0.036172,88031,3184,86438,4842927,55.01
f,1850,2,0.017817,84846,1512,84090,4756488,56.06
f,1850,3,0.012922,83335,1077,82796,4672398,56.07
f,1850,4,0.01031,82258,848,81834,4589602,55.8
f,1850,5,0.007611,81410,620,81100,4507768,55.37
f,1850,6,0.005501,80790,444,80568,4426668,54.79
f,1850,7,0.003987,80346,320,80185,4346100,54.09
f,1850,8,0.003057,80025,245,79903,4265915,53.31
f,1850,9,0.002648,79781,211,79675,4186012,52.47
f,1850,10,0.002641,79569,210,79464,4106337,51.61
f,1850,11,0.002868,79359,228,79245,4026872,50.74
f,1850,12,0.003138,79132,248,79008,3947627,49.89
f,1850,13,0.003322,78883,262,78752,3868619,49.04
f,1850,14,0.003462,78621,272,78485,3789867,48.2
f,1850,15,0.003704,78349,290,78204,3711382,47.37
f,1850,16,0.004106,78059,321,77899,3633178,46.54
f,1850,17,0.004564,77738,355,77561,3555279,45.73
f,1850,18,0.005063,77384,392,77188,3477718,44.94
f,1850,19,0.005582,76992,430,76777,3400531,44.17
f,1850,20,0.006149,76562,471,76327,3323754,43.41
f,1850,21,0.0067,76091,510,75836,3247427,42.68
f,1850,22,0.007124,75581,538,75312,3171591,41.96
f,1850,23,0.007368,75043,553,74767,3096279,41.26
f,1850,24,0.007478,74490,557,74212,3021512,40.56
f,1850,25,0.007541,73933,558,73654,2947301,39.86
f,1850,26,0.007627,73375,560,73096,2873647,39.16
f,1850,27,0.007737,72816,563,72534,2800551,38.46
f,1850,28,0.007897,72252,571,71967,2728017,37.76
f,1850,29,0.008091,71682,580,71392,2656050,37.05
f,1850,30,0.008286,71102,589,70807,2584658,36.35
f,1850,31,0.008458,70513,596,70214,2513851,35.65
f,1850,32,0.008613,69916,602,69615,2443636,34.95
f,1850,33,0.008746,69314,606,69011,2374021,34.25
f,1850,34,0.008865,68708,609,68403,2305010,33.55
f,1850,35,0.008992,68099,612,67793,2236607,32.84
f,1850,36,0.009134,67486,616,67178,2168814,32.14
f,1850,37,0.009277,66870,620,66560,2101636,31.43
f,1850,38,0.009425,66250,624,65937,2035076,30.72
f,1850,39,0.009584,65625,629,65311,1969138,30.01
f,1850,40,0.009769,64996,635,64679,1903828,29.29
f,1850,41,0.00999,64361,643,64040,1839149,28.58
f,1850,42,0.010246,63718,653,63392,1775109,27.86
f,1850,43,0.010545,63066,665,62733,1711717,27.14
f,1850,44,0.010892,62401,680,62061,1648984,26.43
f,1850,45,0.011281,61721,696,61373,1586923,25.71
f,1850,46,0.01173,61025,716,60667,1525550,25
f,1850,47,0.012266,60309,740,59939,1464884,24.29
f,1850,48,0.012904,59569,769,59185,1404945,23.59
f,1850,49,0.013634,58800,802,58400,1345760,22.89
f,1850,50,0.014448,57999,838,57580,1287360,22.2
f,1850,51,0.015343,57161,877,56722,1229781,21.51
f,1850,52,0.014808,56284,833,55867,1173059,20.84
f,1850,53,0.016119,55450,894,55003,1117192,20.15
f,1850,54,0.017737,54556,968,54073,1062188,19.47
f,1850,55,0.018193,53589,975,53101,1008116,18.81
f,1850,56,0.01885,52614,992,52118,955014,18.15
f,1850,57,0.021408,51622,1105,51070,902896,17.49
f,1850,58,0.021061,50517,1064,49985,851827,16.86
f,1850,59,0.022266,49453,1101,48902,801842,16.21
f,1850,60,0.024241,48352,1172,47766,752939,15.57
f,1850,61,0.02562,47180,1209,46575,705174,14.95
f,1850,62,0.027239,45971,1252,45345,658598,14.33
f,1850,63,0.02876,44719,1286,44076,613253,13.71
f,1850,64,0.031074,43433,1350,42758,569177,13.1
f,1850,65,0.034443,42083,1449,41358,526419,12.51
f,1850,66,0.038863,40634,1579,39844,485061,11.94
f,1850,67,0.042605,39054,1664,38223,445217,11.4
f,1850,68,0.045495,37391,1701,36540,406994,10.88
f,1850,69,0.046138,35689,1647,34866,370454,10.38
f,1850,70,0.052549,34043,1789,33148,335588,9.86
f,1850,71,0.053778,32254,1735,31387,302440,9.38
f,1850,72,0.062636,30519,1912,29564,271053,8.88
f,1850,73,0.070118,28608,2006,27605,241490,8.44
f,1850,74,0.070543,26602,1877,25664,213885,8.04
f,1850,75,0.076594,24725,1894,23778,188221,7.61
f,1850,76,0.088003,22831,2009,21827,164443,7.2
f,1850,77,0.089873,20822,1871,19887,142616,6.85
f,1850,78,0.106321,18951,2015,17943,122730,6.48
f,1850,79,0.11306,16936,1915,15979,104786,6.19
f,1850,80,0.11411,15021,1714,14164,88808,5.91
f,1850,81,0.12092,13307,1609,12503,74643,5.61
f,1850,82,0.133174,11698,1558,10919,62141,5.31
f,1850,83,0.135191,10140,1371,9455,51222,5.05
f,1850,84,0.144492,8769,1267,8136,41767,4.76
f,1850,85,0.151532,7502,1137,6934,33631,4.48
f,1850,86,0.175623,6365,1118,5806,26697,4.19
f,1850,87,0.1782,5247,935,4780,20891,3.98
f,1850,88,0.18175,4312,784,3920,16111,3.74
f,1850,89,0.207057,3529,731,3163,12190,3.45
f,1850,90,0.233013,2798,652,2472,9027,3.23
f,1850,91,0.238163,2146,511,1890,6555,3.05
f,1850,92,0.252987,1635,414,1428,4665,2.85
f,1850,93,0.290223,1221,354,1044,3237,2.65
f,1850,94,0.298931,867,259,737,2193,2.53
f,1850,95,0.312973,608,190,513,1455,2.39
f,1850,96,0.337149,418,141,347,943,2.26
f,1850,97,0.362806,277,100,227,595,2.15
