Age,Deaths,Population Size,asdr
0-9,0,862676,0
10-19,1,588047,1.70054E-06
20-29,7,1241695,5.63746E-06
30-39,18,1479178,1.21689E-05
40-49,38,1313647,2.89271E-05
50-59,130,1262768,0.000102948
60-69,309,1069800,0.000288839
70-79,312,481999,0.000647304
80+,208,235191,0.000884388
,,,
,,,
,,,
,,,
,,,
,,,
,,,
